seqname,source,feature,orf_start,orf_end,score,strand,frame,attributes,operonmapper_id,product,orf_left,orf_right,orf_length,operon_id,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
NZ_LN908249.1,Protein Homology,CDS,2086467,2086757,.,+,0,ID=cds-WP_039709674.1;product=Uncharacterized_protein_HI_0234,cds-WP_039709674.1,Uncharacterized protein HI 0234,2086467,2086757,291,1046,1,1,single,,,cds-WP_039709674.1,cds-WP_039709674.1,2086467,2086757,cds-WP_039709674.1
NZ_LN908249.1,Protein Homology,CDS,2086848,2087768,.,+,0,ID=xerC;product=Tyrosine_recombinase_XerC,xerC,Tyrosine recombinase XerC,2086848,2087768,921,1047,1,1,single,,,xerC,xerC,2086848,2087768,xerC
NZ_LN908249.1,Protein Homology,CDS,2087772,2088161,.,-,0,ID=cds-WP_005599373.1;product=Inner_membrane_protein_YbaN,cds-WP_005599373.1,Inner membrane protein YbaN,2087772,2088161,390,1048,1,1,single,,,cds-WP_005599373.1,cds-WP_005599373.1,2087772,2088161,cds-WP_005599373.1
NZ_LN908249.1,Protein Homology,CDS,2088225,2089016,.,-,0,ID=cds-WP_005602658.1;product=Uncharacterized_glycosyltransferase_alr2836,cds-WP_005602658.1,Uncharacterized glycosyltransferase alr2836,2088225,2089016,792,1049,2,2,last,lpxH,,lpxH,cds-WP_005602658.1,2088225,2089711,lpxH;cds-WP_005602658.1
NZ_LN908249.1,Protein Homology,CDS,2089013,2089711,.,-,0,ID=lpxH;product=UDP-23-diacylglucosamine_hydrolase,lpxH,UDP-23-diacylglucosamine hydrolase,2089013,2089711,699,1049,2,1,first,,cds-WP_005602658.1,lpxH,cds-WP_005602658.1,2088225,2089711,lpxH;cds-WP_005602658.1
NZ_LN908249.1,Protein Homology,CDS,2089777,2090301,.,-,0,ID=cds-WP_005599386.1;product=Uncharacterized_protein_HI_0453,cds-WP_005599386.1,Uncharacterized protein HI 0453,2089777,2090301,525,1050,2,2,last,cds-WP_005599387.1,,cds-WP_005599387.1,cds-WP_005599386.1,2089777,2091124,cds-WP_005599387.1;cds-WP_005599386.1
NZ_LN908249.1,Protein Homology,CDS,2090336,2091124,.,-,0,ID=cds-WP_005599387.1;product=Uncharacterized_metal-dependent_hydrolase_HI_0454,cds-WP_005599387.1,Uncharacterized metal-dependent hydrolase HI 0454,2090336,2091124,789,1050,2,1,first,,cds-WP_005599386.1,cds-WP_005599387.1,cds-WP_005599386.1,2089777,2091124,cds-WP_005599387.1;cds-WP_005599386.1
NZ_LN908249.1,Protein Homology,CDS,2091872,2092759,.,+,0,ID=cds-WP_420000845.1-2;product='hypothetical protein',cds-WP_420000845.1-2,'hypothetical protein',2091872,2092759,888,1051,1,1,single,,,cds-WP_420000845.1-2,cds-WP_420000845.1-2,2091872,2092759,cds-WP_420000845.1-2
NZ_LN908249.1,Protein Homology,CDS,2092871,2094811,.,-,0,ID=cds-WP_005616192.1;product=Macrolide_export_ATP-binding/permease_protein_MacB,cds-WP_005616192.1,Macrolide export ATP-binding/permease protein MacB,2092871,2094811,1941,1052,2,2,last,cds-WP_005599392.1,,cds-WP_005599392.1,cds-WP_005616192.1,2092871,2095974,cds-WP_005599392.1;cds-WP_005616192.1
NZ_LN908249.1,Protein Homology,CDS,2094811,2095974,.,-,0,ID=cds-WP_005599392.1;product=Macrolide_export_protein_MacA,cds-WP_005599392.1,Macrolide export protein MacA,2094811,2095974,1164,1052,2,1,first,,cds-WP_005616192.1,cds-WP_005599392.1,cds-WP_005616192.1,2092871,2095974,cds-WP_005599392.1;cds-WP_005616192.1
NZ_LN908249.1,Protein Homology,CDS,2096107,2096883,.,-,0,ID=cds-WP_005616194.1;product=24_kDa_outer_membrane_protein,cds-WP_005616194.1,24 kDa outer membrane protein,2096107,2096883,777,1053,1,1,single,,,cds-WP_005616194.1,cds-WP_005616194.1,2096107,2096883,cds-WP_005616194.1
NZ_LN908249.1,Protein Homology,CDS,2097237,2098220,.,-,0,ID=cds-WP_012263399.1;product=DNA_polymerase_III_subunit_delta',cds-WP_012263399.1,DNA polymerase III subunit delta',2097237,2098220,984,1054,3,3,last,tmk,,mltG,cds-WP_012263399.1,2097237,2099887,mltG;tmk;cds-WP_012263399.1
NZ_LN908249.1,Protein Homology,CDS,2098223,2098849,.,-,0,ID=tmk;product=Thymidylate_kinase,tmk,Thymidylate kinase,2098223,2098849,627,1054,3,2,internal,mltG,cds-WP_012263399.1,mltG,cds-WP_012263399.1,2097237,2099887,mltG;tmk;cds-WP_012263399.1
NZ_LN908249.1,Protein Homology,CDS,2098853,2099887,.,-,0,ID=mltG;product=Endolytic_murein_transglycosylase,mltG,Endolytic murein transglycosylase,2098853,2099887,1035,1054,3,1,first,,tmk,mltG,cds-WP_012263399.1,2097237,2099887,mltG;tmk;cds-WP_012263399.1
NZ_LN908249.1,tRNAscan-SE,tRNA,2100007,2100082,.,-,.,ID=rna-MIDG2331_RS09965;product='tRNA',rna-MIDG2331_RS09965,'tRNA',2100007,2100082,76,1055,3,3,last,rna-MIDG2331_RS09970,,rna-MIDG2331_RS09975,rna-MIDG2331_RS09965,2100007,2100291,rna-MIDG2331_RS09975;rna-MIDG2331_RS09970;rna-MIDG2331_RS09965
NZ_LN908249.1,tRNAscan-SE,tRNA,2100117,2100192,.,-,.,ID=rna-MIDG2331_RS09970;product='tRNA',rna-MIDG2331_RS09970,'tRNA',2100117,2100192,76,1055,3,2,internal,rna-MIDG2331_RS09975,rna-MIDG2331_RS09965,rna-MIDG2331_RS09975,rna-MIDG2331_RS09965,2100007,2100291,rna-MIDG2331_RS09975;rna-MIDG2331_RS09970;rna-MIDG2331_RS09965
NZ_LN908249.1,tRNAscan-SE,tRNA,2100216,2100291,.,-,.,ID=rna-MIDG2331_RS09975;product='tRNA',rna-MIDG2331_RS09975,'tRNA',2100216,2100291,76,1055,3,1,first,,rna-MIDG2331_RS09970,rna-MIDG2331_RS09975,rna-MIDG2331_RS09965,2100007,2100291,rna-MIDG2331_RS09975;rna-MIDG2331_RS09970;rna-MIDG2331_RS09965
NZ_LN908249.1,Protein Homology,CDS,2100486,2100719,.,-,0,ID=acpP;product=Acyl_carrier_protein,acpP,Acyl carrier protein,2100486,2100719,234,1056,1,1,single,,,acpP,acpP,2100486,2100719,acpP
NZ_LN908249.1,Protein Homology,CDS,2100983,2101657,.,-,0,ID=rpe;product=Ribulose-phosphate_3-epimerase,rpe,Ribulose-phosphate 3-epimerase,2100983,2101657,675,1057,1,1,single,,,rpe,rpe,2100983,2101657,rpe
NZ_LN908249.1,Protein Homology,CDS,2101879,2102148,.,+,0,ID=cds-WP_005599422.1;product=50S_ribosomal_protein_L31_type_B,cds-WP_005599422.1,50S ribosomal protein L31 type B,2101879,2102148,270,1058,2,1,first,,ykgO,cds-WP_005599422.1,ykgO,2101879,2102287,cds-WP_005599422.1;ykgO
NZ_LN908249.1,Protein Homology,CDS,2102162,2102287,.,+,0,ID=ykgO;product=50S_ribosomal_protein_L36_2,ykgO,50S ribosomal protein L36 2,2102162,2102287,126,1058,2,2,last,cds-WP_005599422.1,,cds-WP_005599422.1,ykgO,2101879,2102287,cds-WP_005599422.1;ykgO
NZ_LN908249.1,Protein Homology,CDS,2102392,2104794,.,-,0,ID=mrcB;product=Penicillin-binding_protein_1B,mrcB,Penicillin-binding protein 1B,2102392,2104794,2403,1059,1,1,single,,,mrcB,mrcB,2102392,2104794,mrcB
NZ_LN908249.1,Protein Homology,CDS,2104873,2105730,.,-,0,ID=menB;product=14-dihydroxy-2-naphthoyl-CoA_synthase,menB,14-dihydroxy-2-naphthoyl-CoA synthase,2104873,2105730,858,1060,1,1,single,,,menB,menB,2104873,2105730,menB
NZ_LN908249.1,Protein Homology,CDS,2105865,2107571,.,-,0,ID=cds-WP_005609259.1;product=Guanosine-3'5'-bis(diphosphate)_3'-pyrophosphohydrolase,cds-WP_005609259.1,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,2105865,2107571,1707,1061,3,3,last,rpoZ,,recG,cds-WP_005609259.1,2105865,2110156,recG;rpoZ;cds-WP_005609259.1
NZ_LN908249.1,Protein Homology,CDS,2107667,2107948,.,-,0,ID=rpoZ;product=DNA-directed_RNA_polymerase_subunit_omega,rpoZ,DNA-directed RNA polymerase subunit omega,2107667,2107948,282,1061,3,2,internal,recG,cds-WP_005609259.1,recG,cds-WP_005609259.1,2105865,2110156,recG;rpoZ;cds-WP_005609259.1
NZ_LN908249.1,Protein Homology,CDS,2108075,2110156,.,-,0,ID=recG;product=ATP-dependent_DNA_helicase_RecG,recG,ATP-dependent DNA helicase RecG,2108075,2110156,2082,1061,3,1,first,,rpoZ,recG,cds-WP_005609259.1,2105865,2110156,recG;rpoZ;cds-WP_005609259.1
NZ_LN908249.1,Protein Homology,CDS,2110280,2110708,.,-,0,ID=cds-WP_039709408.1;product=Toxin_FitB,cds-WP_039709408.1,Toxin FitB,2110280,2110708,429,1062,2,2,last,cds-WP_005599447.1,,cds-WP_005599447.1,cds-WP_039709408.1,2110280,2110995,cds-WP_005599447.1;cds-WP_039709408.1
NZ_LN908249.1,Protein Homology,CDS,2110708,2110995,.,-,0,ID=cds-WP_005599447.1;product='hypothetical protein',cds-WP_005599447.1,'hypothetical protein',2110708,2110995,288,1062,2,1,first,,cds-WP_039709408.1,cds-WP_005599447.1,cds-WP_039709408.1,2110280,2110995,cds-WP_005599447.1;cds-WP_039709408.1
NZ_LN908249.1,Protein Homology,CDS,2111201,2112916,.,+,0,ID=proS;product=Proline--tRNA_ligase,proS,Proline--tRNA ligase,2111201,2112916,1716,1063,1,1,single,,,proS,proS,2111201,2112916,proS
NZ_LN908249.1,Protein Homology,CDS,2112982,2113170,.,-,0,ID=cds-WP_005602684.1;product='hypothetical protein',cds-WP_005602684.1,'hypothetical protein',2112982,2113170,189,1064,2,2,last,cds-WP_005606496.1,,cds-WP_005606496.1,cds-WP_005602684.1,2112982,2113754,cds-WP_005606496.1;cds-WP_005602684.1
NZ_LN908249.1,Protein Homology,CDS,2113173,2113754,.,-,0,ID=cds-WP_005606496.1;product=Probable_RNA_polymerase_sigma_factor_HI_1459,cds-WP_005606496.1,Probable RNA polymerase sigma factor HI 1459,2113173,2113754,582,1064,2,1,first,,cds-WP_005602684.1,cds-WP_005606496.1,cds-WP_005602684.1,2112982,2113754,cds-WP_005606496.1;cds-WP_005602684.1
NZ_LN908249.1,Protein Homology,CDS,2113843,2114799,.,+,0,ID=msrP;product=Protein-methionine-sulfoxide_reductase_catalytic_subunit_MsrP,msrP,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,2113843,2114799,957,1065,2,1,first,,cds-WP_005599453.1,msrP,cds-WP_005599453.1,2113843,2115392,msrP;cds-WP_005599453.1
NZ_LN908249.1,Protein Homology,CDS,2114799,2115392,.,+,0,ID=cds-WP_005599453.1;product=Protein-methionine-sulfoxide_reductase_heme-binding_subunit_MsrQ,cds-WP_005599453.1,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,2114799,2115392,594,1065,2,2,last,msrP,,msrP,cds-WP_005599453.1,2113843,2115392,msrP;cds-WP_005599453.1
NZ_LN908249.1,Protein Homology,CDS,2115503,2116453,.,-,0,ID=rpoH;product=RNA_polymerase_sigma_factor_RpoH,rpoH,RNA polymerase sigma factor RpoH,2115503,2116453,951,1066,1,1,single,,,rpoH,rpoH,2115503,2116453,rpoH
NZ_LN908249.1,Protein Homology,CDS,2116602,2117939,.,-,0,ID=cds-WP_039709676.1;product=Phosphoglycerate_transporter_protein,cds-WP_039709676.1,Phosphoglycerate transporter protein,2116602,2117939,1338,1067,1,1,single,,,cds-WP_039709676.1,cds-WP_039709676.1,2116602,2117939,cds-WP_039709676.1
NZ_LN908249.1,Protein Homology,CDS,2118514,2119026,.,+,0,ID=cds-WP_005602690.1;product='hypothetical protein',cds-WP_005602690.1,'hypothetical protein',2118514,2119026,513,1068,2,1,first,,cds-WP_005620646.1,cds-WP_005602690.1,cds-WP_005620646.1,2118514,2119496,cds-WP_005602690.1;cds-WP_005620646.1
NZ_LN908249.1,Protein Homology,CDS,2119029,2119496,.,+,0,ID=cds-WP_005620646.1;product='hypothetical protein',cds-WP_005620646.1,'hypothetical protein',2119029,2119496,468,1068,2,2,last,cds-WP_005602690.1,,cds-WP_005602690.1,cds-WP_005620646.1,2118514,2119496,cds-WP_005602690.1;cds-WP_005620646.1
NZ_LN908249.1,Protein Homology,CDS,2119539,2120531,.,-,0,ID=asnA;product=Aspartate--ammonia_ligase,asnA,Aspartate--ammonia ligase,2119539,2120531,993,1069,1,1,single,,,asnA,asnA,2119539,2120531,asnA
NZ_LN908249.1,Protein Homology,CDS,2120713,2121174,.,+,0,ID=asnC;product=Regulatory_protein_AsnC,asnC,Regulatory protein AsnC,2120713,2121174,462,1070,1,1,single,,,asnC,asnC,2120713,2121174,asnC
NZ_LN908249.1,Protein Homology,CDS,2121363,2122127,.,+,0,ID=udp;product=Uridine_phosphorylase,udp,Uridine phosphorylase,2121363,2122127,765,1071,1,1,single,,,udp,udp,2121363,2122127,udp
NZ_LN908249.1,Protein Homology,CDS,2122191,2122685,.,+,0,ID=cds-WP_005602696.1;product=Chorismate_pyruvate-lyase,cds-WP_005602696.1,Chorismate pyruvate-lyase,2122191,2122685,495,1072,1,1,single,,,cds-WP_005602696.1,cds-WP_005602696.1,2122191,2122685,cds-WP_005602696.1
NZ_LN908249.1,Protein Homology,CDS,2122757,2123560,.,+,0,ID=murI;product=Glutamate_racemase,murI,Glutamate racemase,2122757,2123560,804,1073,1,1,single,,,murI,murI,2122757,2123560,murI
NZ_LN908249.1,cmsearch,rRNA,2123927,2125468,.,+,.,ID=rna-MIDG2331_RS10105;product='rRNA',rna-MIDG2331_RS10105,'rRNA',2123927,2125468,1542,1074,5,1,first,,rna-MIDG2331_RS10110,rna-MIDG2331_RS10105,rrf_7,2123927,2129197,rna-MIDG2331_RS10105;rna-MIDG2331_RS10110;rna-MIDG2331_RS10115;rna-MIDG2331_RS10120;rrf_7
NZ_LN908249.1,tRNAscan-SE,tRNA,2125551,2125627,.,+,.,ID=rna-MIDG2331_RS10110;product='tRNA',rna-MIDG2331_RS10110,'tRNA',2125551,2125627,77,1074,5,2,internal,rna-MIDG2331_RS10105,rna-MIDG2331_RS10115,rna-MIDG2331_RS10105,rrf_7,2123927,2129197,rna-MIDG2331_RS10105;rna-MIDG2331_RS10110;rna-MIDG2331_RS10115;rna-MIDG2331_RS10120;rrf_7
NZ_LN908249.1,tRNAscan-SE,tRNA,2125679,2125754,.,+,.,ID=rna-MIDG2331_RS10115;product='tRNA',rna-MIDG2331_RS10115,'tRNA',2125679,2125754,76,1074,5,3,internal,rna-MIDG2331_RS10110,rna-MIDG2331_RS10120,rna-MIDG2331_RS10105,rrf_7,2123927,2129197,rna-MIDG2331_RS10105;rna-MIDG2331_RS10110;rna-MIDG2331_RS10115;rna-MIDG2331_RS10120;rrf_7
NZ_LN908249.1,cmsearch,rRNA,2126021,2128922,.,+,.,ID=rna-MIDG2331_RS10120;product='rRNA',rna-MIDG2331_RS10120,'rRNA',2126021,2128922,2902,1074,5,4,internal,rna-MIDG2331_RS10115,rrf_7,rna-MIDG2331_RS10105,rrf_7,2123927,2129197,rna-MIDG2331_RS10105;rna-MIDG2331_RS10110;rna-MIDG2331_RS10115;rna-MIDG2331_RS10120;rrf_7
NZ_LN908249.1,cmsearch,rRNA,2129082,2129197,.,+,.,ID=rrf_7;product='rRNA',rrf_7,'rRNA',2129082,2129197,116,1074,5,5,last,rna-MIDG2331_RS10120,,rna-MIDG2331_RS10105,rrf_7,2123927,2129197,rna-MIDG2331_RS10105;rna-MIDG2331_RS10110;rna-MIDG2331_RS10115;rna-MIDG2331_RS10120;rrf_7
NZ_LN908249.1,Protein Homology,CDS,2129737,2131503,.,-,0,ID=cysI;product=Sulfite_reductase_[NADPH]_hemoprotein_beta-component,cysI,Sulfite reductase [NADPH] hemoprotein beta-component,2129737,2131503,1767,1075,6,6,last,cds-WP_012263412.1,,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2131531,2133342,.,-,0,ID=cds-WP_012263412.1;product=Sulfite_reductase_[NADPH]_flavoprotein_alpha-component,cds-WP_012263412.1,Sulfite reductase [NADPH] flavoprotein alpha-component,2131531,2133342,1812,1075,6,5,internal,cds-WP_039709411.1,cysI,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2133643,2134935,.,-,0,ID=cds-WP_039709411.1;product=Bifunctional_enzyme_CysN/CysC,cds-WP_039709411.1,Bifunctional enzyme CysN/CysC,2133643,2134935,1293,1075,6,4,internal,cysD,cds-WP_012263412.1,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2135027,2135953,.,-,0,ID=cysD;product=Sulfate_adenylyltransferase_subunit_2,cysD,Sulfate adenylyltransferase subunit 2,2135027,2135953,927,1075,6,3,internal,cds-WP_039709412.1,cds-WP_039709411.1,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2135968,2136702,.,-,0,ID=cds-WP_039709412.1;product=Phosphoadenosine_phosphosulfate_reductase,cds-WP_039709412.1,Phosphoadenosine phosphosulfate reductase,2135968,2136702,735,1075,6,2,internal,cysG,cysD,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2136716,2138176,.,-,0,ID=cysG;product=Siroheme_synthase,cysG,Siroheme synthase,2136716,2138176,1461,1075,6,1,first,,cds-WP_039709412.1,cysG,cysI,2129737,2138176,cysG;cds-WP_039709412.1;cysD;cds-WP_039709411.1;cds-WP_012263412.1;cysI
NZ_LN908249.1,Protein Homology,CDS,2138451,2139456,.,+,0,ID=cds-MIDG2331_RS10160;product=Sulfate-binding_protein,cds-MIDG2331_RS10160,Sulfate-binding protein,2138451,2139456,1006,1076,4,1,first,,cysT,cds-MIDG2331_RS10160,cds-WP_039709416.1,2138451,2142201,cds-MIDG2331_RS10160;cysT;cysW;cds-WP_039709416.1
NZ_LN908249.1,Protein Homology,CDS,2139475,2140287,.,+,0,ID=cysT;product=Sulfate_transport_system_permease_protein_CysT,cysT,Sulfate transport system permease protein CysT,2139475,2140287,813,1076,4,2,internal,cds-MIDG2331_RS10160,cysW,cds-MIDG2331_RS10160,cds-WP_039709416.1,2138451,2142201,cds-MIDG2331_RS10160;cysT;cysW;cds-WP_039709416.1
NZ_LN908249.1,Protein Homology,CDS,2140306,2141121,.,+,0,ID=cysW;product=Sulfate_transport_system_permease_protein_CysW,cysW,Sulfate transport system permease protein CysW,2140306,2141121,816,1076,4,3,internal,cysT,cds-WP_039709416.1,cds-MIDG2331_RS10160,cds-WP_039709416.1,2138451,2142201,cds-MIDG2331_RS10160;cysT;cysW;cds-WP_039709416.1
NZ_LN908249.1,Protein Homology,CDS,2141131,2142201,.,+,0,ID=cds-WP_039709416.1;product=Sulfate/thiosulfate_import_ATP-binding_protein_CysA,cds-WP_039709416.1,Sulfate/thiosulfate import ATP-binding protein CysA,2141131,2142201,1071,1076,4,4,last,cysW,,cds-MIDG2331_RS10160,cds-WP_039709416.1,2138451,2142201,cds-MIDG2331_RS10160;cysT;cysW;cds-WP_039709416.1
NZ_LN908249.1,Protein Homology,CDS,2142290,2143435,.,-,0,ID=lldD;product=L-lactate_dehydrogenase,lldD,L-lactate dehydrogenase,2142290,2143435,1146,1077,3,3,last,cds-WP_005599499.1,,murB,lldD,2142290,2145426,murB;cds-WP_005599499.1;lldD
NZ_LN908249.1,Protein Homology,CDS,2143619,2144383,.,-,0,ID=cds-WP_005599499.1;product=Bifunctional_ligase/repressor_BirA,cds-WP_005599499.1,Bifunctional ligase/repressor BirA,2143619,2144383,765,1077,3,2,internal,murB,lldD,murB,lldD,2142290,2145426,murB;cds-WP_005599499.1;lldD
NZ_LN908249.1,Protein Homology,CDS,2144392,2145426,.,-,0,ID=murB;product=UDP-N-acetylenolpyruvoylglucosamine_reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,2144392,2145426,1035,1077,3,1,first,,cds-WP_005599499.1,murB,lldD,2142290,2145426,murB;cds-WP_005599499.1;lldD
NZ_LN908249.1,Protein Homology,CDS,2145576,2146670,.,-,0,ID=ompA_2;product=Outer_membrane_protein_P5,ompA_2,Outer membrane protein P5,2145576,2146670,1095,1078,1,1,single,,,ompA_2,ompA_2,2145576,2146670,ompA_2
NZ_LN908249.1,Protein Homology,CDS,2147059,2148540,.,-,0,ID=ilvC;product=Ketol-acid_reductoisomerase_(NADP(+)),ilvC,Ketol-acid reductoisomerase (NADP(+)),2147059,2148540,1482,1079,1,1,single,,,ilvC,ilvC,2147059,2148540,ilvC
NZ_LN908249.1,Protein Homology,CDS,2148776,2150017,.,+,0,ID=cds-WP_005619054.1;product=Uncharacterized_protein_HI_1671,cds-WP_005619054.1,Uncharacterized protein HI 1671,2148776,2150017,1242,1080,1,1,single,,,cds-WP_005619054.1,cds-WP_005619054.1,2148776,2150017,cds-WP_005619054.1
NZ_LN908249.1,Protein Homology,CDS,2150194,2151294,.,+,0,ID=cds-WP_005602734.1;product=Uncharacterized_protein_HI_1048,cds-WP_005602734.1,Uncharacterized protein HI 1048,2150194,2151294,1101,1081,3,1,first,,cds-WP_005599511.1,cds-WP_005602734.1,cds-WP_009874945.1,2150194,2151930,cds-WP_005602734.1;cds-WP_005599511.1;cds-WP_009874945.1
NZ_LN908249.1,Protein Homology,CDS,2151266,2151619,.,+,0,ID=cds-WP_005599511.1;product=Uncharacterized_protein_HI_1049,cds-WP_005599511.1,Uncharacterized protein HI 1049,2151266,2151619,354,1081,3,2,internal,cds-WP_005602734.1,cds-WP_009874945.1,cds-WP_005602734.1,cds-WP_009874945.1,2150194,2151930,cds-WP_005602734.1;cds-WP_005599511.1;cds-WP_009874945.1
NZ_LN908249.1,Protein Homology,CDS,2151616,2151930,.,+,0,ID=cds-WP_009874945.1;product=Uncharacterized_protein_HI_1050,cds-WP_009874945.1,Uncharacterized protein HI 1050,2151616,2151930,315,1081,3,3,last,cds-WP_005599511.1,,cds-WP_005602734.1,cds-WP_009874945.1,2150194,2151930,cds-WP_005602734.1;cds-WP_005599511.1;cds-WP_009874945.1
NZ_LN908249.1,Protein Homology,CDS,2152158,2153342,.,-,0,ID=cds-WP_039709677.1;product=Long-chain-alcohol_dehydrogenase_2,cds-WP_039709677.1,Long-chain-alcohol dehydrogenase 2,2152158,2153342,1185,1082,1,1,single,,,cds-WP_039709677.1,cds-WP_039709677.1,2152158,2153342,cds-WP_039709677.1
NZ_LN908249.1,Protein Homology,CDS,2153458,2154360,.,+,0,ID=cds-WP_039709419.1;product=HTH-type_transcriptional_activator_AmpR,cds-WP_039709419.1,HTH-type transcriptional activator AmpR,2153458,2154360,903,1083,1,1,single,,,cds-WP_039709419.1,cds-WP_039709419.1,2153458,2154360,cds-WP_039709419.1
NZ_LN908249.1,Protein Homology,CDS,2154564,2155388,.,+,0,ID=dapD;product=2345-tetrahydropyridine-26-dicarboxylate_N-succinyltransferase,dapD,2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase,2154564,2155388,825,1084,3,1,first,,aroQ,dapD,cds-WP_005609325.1,2154564,2156698,dapD;aroQ;cds-WP_005609325.1
NZ_LN908249.1,Protein Homology,CDS,2155453,2155917,.,+,0,ID=aroQ;product=3-dehydroquinate_dehydratase,aroQ,3-dehydroquinate dehydratase,2155453,2155917,465,1084,3,2,internal,dapD,cds-WP_005609325.1,dapD,cds-WP_005609325.1,2154564,2156698,dapD;aroQ;cds-WP_005609325.1
NZ_LN908249.1,Protein Homology,CDS,2155910,2156698,.,+,0,ID=cds-WP_005609325.1;product=Uncharacterized_glycosyltransferase_in_aroQ_3'region,cds-WP_005609325.1,Uncharacterized glycosyltransferase in aroQ 3'region,2155910,2156698,789,1084,3,3,last,aroQ,,dapD,cds-WP_005609325.1,2154564,2156698,dapD;aroQ;cds-WP_005609325.1
NZ_LN908249.1,Protein Homology,CDS,2156869,2157330,.,+,0,ID=accB;product=Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase,accB,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,2156869,2157330,462,1085,2,1,first,,accC,accB,accC,2156869,2158829,accB;accC
NZ_LN908249.1,Protein Homology,CDS,2157486,2158829,.,+,0,ID=accC;product=Biotin_carboxylase,accC,Biotin carboxylase,2157486,2158829,1344,1085,2,2,last,accB,,accB,accC,2156869,2158829,accB;accC
NZ_LN908249.1,Protein Homology,CDS,2158872,2159963,.,-,0,ID=mobA;product=Molybdopterin-guanine_dinucleotide_biosynthesis_adapter_protein,mobA,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,2158872,2159963,1092,1086,1,1,single,,,mobA,mobA,2158872,2159963,mobA
NZ_LN908249.1,Protein Homology,CDS,2160050,2160319,.,+,0,ID=cds-WP_005599524.1;product=Uncharacterized_protein_HI_0845,cds-WP_005599524.1,Uncharacterized protein HI 0845,2160050,2160319,270,1087,2,1,first,,dsbA,cds-WP_005599524.1,dsbA,2160050,2161001,cds-WP_005599524.1;dsbA
NZ_LN908249.1,Protein Homology,CDS,2160363,2161001,.,+,0,ID=dsbA;product=Thiol:disulfide_interchange_protein_DsbA,dsbA,Thiol:disulfide interchange protein DsbA,2160363,2161001,639,1087,2,2,last,cds-WP_005599524.1,,cds-WP_005599524.1,dsbA,2160050,2161001,cds-WP_005599524.1;dsbA
NZ_LN908249.1,GeneMarkS-2+,CDS,2161093,2161359,.,-,0,ID=cds-WP_414826699.1;product='hypothetical protein',cds-WP_414826699.1,'hypothetical protein',2161093,2161359,267,1088,1,1,single,,,cds-WP_414826699.1,cds-WP_414826699.1,2161093,2161359,cds-WP_414826699.1
NZ_LN908249.1,GeneMarkS-2+,CDS,2161472,2161597,.,-,0,ID=cds-WP_005613436.1;product='hypothetical protein',cds-WP_005613436.1,'hypothetical protein',2161472,2161597,126,1089,1,1,single,,,cds-WP_005613436.1,cds-WP_005613436.1,2161472,2161597,cds-WP_005613436.1
NZ_LN908249.1,Protein Homology,CDS,2161781,2162704,.,-,0,ID=ftsN;product=Uncharacterized_protein_HI_0896,ftsN,Uncharacterized protein HI 0896,2161781,2162704,924,1090,1,1,single,,,ftsN,ftsN,2161781,2162704,ftsN
NZ_LN908249.1,Protein Homology,CDS,2162816,2163571,.,-,0,ID=cds-WP_005602753.1;product=Ribosomal_RNA_small_subunit_methyltransferase_J,cds-WP_005602753.1,Ribosomal RNA small subunit methyltransferase J,2162816,2163571,756,1091,4,4,last,cds-WP_005605936.1,,cds-WP_005619049.1,cds-WP_005602753.1,2162816,2165782,cds-WP_005619049.1;dapE;cds-WP_005605936.1;cds-WP_005602753.1
NZ_LN908249.1,Protein Homology,CDS,2163589,2164257,.,-,0,ID=cds-WP_005605936.1;product=Uncharacterized_protein_HI_0100,cds-WP_005605936.1,Uncharacterized protein HI 0100,2163589,2164257,669,1091,4,3,internal,dapE,cds-WP_005602753.1,cds-WP_005619049.1,cds-WP_005602753.1,2162816,2165782,cds-WP_005619049.1;dapE;cds-WP_005605936.1;cds-WP_005602753.1
