operon_id,operonmapper_id,feature_type,COG,pos_left,pos_right,strand,function_text,operon_member_left,operon_member_right,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
889,cds-WP_005598743.1,CDS,COG2932,1753132,1753434,+,[K] Predicted transcriptional regulator   ,1753132,1753434,1,1,single,,,cds-WP_005598743.1,cds-WP_005598743.1,1753132,1753434,cds-WP_005598743.1
890,cds-WP_039709297.1,CDS,ROG0998,1753581,1754945,+,NA,1753581,1754945,1,1,single,,,cds-WP_039709297.1,cds-WP_039709297.1,1753581,1754945,cds-WP_039709297.1
891,yccS,CDS,COG1289,1755013,1757187,-,[S] Predicted membrane protein   ,1755013,1757187,1,1,single,,,yccS,yccS,1755013,1757187,yccS
892,mgsA,CDS,COG1803,1757269,1757727,-,[G] Methylglyoxal synthase    ,1757269,1757727,1,1,single,,,mgsA,mgsA,1757269,1757727,mgsA
893,thrC,CDS,COG0498,1757860,1759140,+,[E] Threonine synthase    ,1757860,1759140,1,1,single,,,thrC,thrC,1757860,1759140,thrC
894,cds-MIDG2331_RS11340,CDS,COG2963,1759226,1760625,+,[L] Transposase and inactivated derivatives  ,1759226,1760625,1,1,single,,,cds-MIDG2331_RS11340,cds-MIDG2331_RS11340,1759226,1760625,cds-MIDG2331_RS11340
895,cds-WP_039709668.1,CDS,NA,1763564,1764241,-,NA,1763564,1764241,2,1,first,,cds-WP_039709300.1,cds-WP_039709668.1,cds-WP_039709300.1,1760684,1764241,cds-WP_039709668.1;cds-WP_039709300.1
895,cds-WP_039709300.1,CDS,COG0525,1760684,1763548,-,[J] Valyl-tRNA synthetase    ,1760684,1763548,2,2,last,cds-WP_039709668.1,,cds-WP_039709668.1,cds-WP_039709300.1,1760684,1764241,cds-WP_039709668.1;cds-WP_039709300.1
896,cds-WP_039709303.1,CDS,COG2927,1766299,1766736,-,"[L] DNA polymerase III, chi subunit ",1766299,1766736,5,1,first,,cds-WP_039709302.1,cds-WP_039709303.1,cds-WP_331709057.1,1764509,1766736,cds-WP_039709303.1;cds-WP_039709302.1;cds-WP_039709301.1;cds-WP_231944209.1;cds-WP_331709057.1
896,cds-WP_039709302.1,CDS,COG2153,1765850,1766281,-,[R] Predicted acyltransferase    ,1765850,1766281,5,2,internal,cds-WP_039709303.1,cds-WP_039709301.1,cds-WP_039709303.1,cds-WP_331709057.1,1764509,1766736,cds-WP_039709303.1;cds-WP_039709302.1;cds-WP_039709301.1;cds-WP_231944209.1;cds-WP_331709057.1
896,cds-WP_039709301.1,CDS,COG3318,1765270,1765848,-,[R] Predicted metal-binding protein related to the,1765270,1765848,5,3,internal,cds-WP_039709302.1,cds-WP_231944209.1,cds-WP_039709303.1,cds-WP_331709057.1,1764509,1766736,cds-WP_039709303.1;cds-WP_039709302.1;cds-WP_039709301.1;cds-WP_231944209.1;cds-WP_331709057.1
896,cds-WP_231944209.1,CDS,COG3177,1764806,1765258,-,[S] Uncharacterized conserved protein   ,1764806,1765258,5,4,internal,cds-WP_039709301.1,cds-WP_331709057.1,cds-WP_039709303.1,cds-WP_331709057.1,1764509,1766736,cds-WP_039709303.1;cds-WP_039709302.1;cds-WP_039709301.1;cds-WP_231944209.1;cds-WP_331709057.1
896,cds-WP_331709057.1,CDS,COG3177,1764509,1764799,-,[S] Uncharacterized conserved protein   ,1764509,1764799,5,5,last,cds-WP_231944209.1,,cds-WP_039709303.1,cds-WP_331709057.1,1764509,1766736,cds-WP_039709303.1;cds-WP_039709302.1;cds-WP_039709301.1;cds-WP_231944209.1;cds-WP_331709057.1
897,lysM,CDS,COG1652,1766988,1767431,+,[S] Uncharacterized protein containing LysM domain ,1766988,1767431,1,1,single,,,lysM,lysM,1766988,1767431,lysM
898,tig,CDS,COG0544,1767633,1768934,+,[O] FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor),1767633,1768934,1,1,single,,,tig,tig,1767633,1768934,tig
899,cds-WP_039709305.1,CDS,COG0607,1769067,1769516,+,[P] Rhodanese-related sulfurtransferase    ,1769067,1769516,4,1,first,,secB,cds-WP_039709305.1,cysE,1769067,1772063,cds-WP_039709305.1;secB;gpsA;cysE
899,secB,CDS,COG1952,1769541,1770041,+,[U] Preprotein translocase subunit SecB  ,1769541,1770041,4,2,internal,cds-WP_039709305.1,gpsA,cds-WP_039709305.1,cysE,1769067,1772063,cds-WP_039709305.1;secB;gpsA;cysE
899,gpsA,CDS,COG0240,1770226,1771236,+,[C] Glycerol-3-phosphate dehydrogenase    ,1770226,1771236,4,3,internal,secB,cysE,cds-WP_039709305.1,cysE,1769067,1772063,cds-WP_039709305.1;secB;gpsA;cysE
899,cysE,CDS,COG1045,1771248,1772063,+,[E] Serine acetyltransferase    ,1771248,1772063,4,4,last,gpsA,,cds-WP_039709305.1,cysE,1769067,1772063,cds-WP_039709305.1;secB;gpsA;cysE
900,tuf_2,CDS,COG0050,1772258,1773442,-,[J] GTPases - translation elongation factors ,1772258,1773442,1,1,single,,,tuf_2,tuf_2,1772258,1773442,tuf_2
901,rna-MIDG2331_RS08235,tRNA,NA,1773875,1773950,-,NA,1773875,1773950,4,1,first,,rna-MIDG2331_RS08230,rna-MIDG2331_RS08235,rna-MIDG2331_RS08220,1773556,1773950,rna-MIDG2331_RS08235;rna-MIDG2331_RS08230;rna-MIDG2331_RS08225;rna-MIDG2331_RS08220
901,rna-MIDG2331_RS08230,tRNA,NA,1773754,1773838,-,NA,1773754,1773838,4,2,internal,rna-MIDG2331_RS08235,rna-MIDG2331_RS08225,rna-MIDG2331_RS08235,rna-MIDG2331_RS08220,1773556,1773950,rna-MIDG2331_RS08235;rna-MIDG2331_RS08230;rna-MIDG2331_RS08225;rna-MIDG2331_RS08220
901,rna-MIDG2331_RS08225,tRNA,NA,1773635,1773709,-,NA,1773635,1773709,4,3,internal,rna-MIDG2331_RS08230,rna-MIDG2331_RS08220,rna-MIDG2331_RS08235,rna-MIDG2331_RS08220,1773556,1773950,rna-MIDG2331_RS08235;rna-MIDG2331_RS08230;rna-MIDG2331_RS08225;rna-MIDG2331_RS08220
901,rna-MIDG2331_RS08220,tRNA,NA,1773556,1773631,-,NA,1773556,1773631,4,4,last,rna-MIDG2331_RS08225,,rna-MIDG2331_RS08235,rna-MIDG2331_RS08220,1773556,1773950,rna-MIDG2331_RS08235;rna-MIDG2331_RS08230;rna-MIDG2331_RS08225;rna-MIDG2331_RS08220
902,coaA,CDS,COG1072,1774196,1775146,+,[H] Panthothenate kinase    ,1774196,1775146,1,1,single,,,coaA,coaA,1774196,1775146,coaA
903,cds-WP_005598787.1,CDS,COG0526,1775281,1775823,+,[OC] Thiol-disulfide isomerase and thioredoxins  ,1775281,1775823,3,1,first,,cds-WP_005605432.1,cds-WP_005598787.1,ccmI,1775281,1777209,cds-WP_005598787.1;cds-WP_005605432.1;ccmI
903,cds-WP_005605432.1,CDS,COG3088,1775804,1776295,+,[O] Uncharacterized protein involved in biosynthesis of,1775804,1776295,3,2,internal,cds-WP_005598787.1,ccmI,cds-WP_005598787.1,ccmI,1775281,1777209,cds-WP_005598787.1;cds-WP_005605432.1;ccmI
903,ccmI,CDS,COG4235,1776295,1777209,+,[O] Cytochrome c biogenesis factor  ,1776295,1777209,3,3,last,cds-WP_005605432.1,,cds-WP_005598787.1,ccmI,1775281,1777209,cds-WP_005598787.1;cds-WP_005605432.1;ccmI
904,mog,CDS,COG0521,1777281,1777865,+,[H] Molybdopterin biosynthesis enzymes   ,1777281,1777865,1,1,single,,,mog,mog,1777281,1777865,mog
905,glnB,CDS,COG0347,1777976,1778314,+,[E] Nitrogen regulatory protein PII  ,1777976,1778314,1,1,single,,,glnB,glnB,1777976,1778314,glnB
906,lspA,CDS,COG0597,1778393,1778875,+,[MU] Lipoprotein signal peptidase   ,1778393,1778875,3,1,first,,ispH,lspA,cds-WP_005598800.1,1778393,1780068,lspA;ispH;cds-WP_005598800.1
906,ispH,CDS,COG0761,1778876,1779820,+,[IM] Penicillin tolerance protein   ,1778876,1779820,3,2,internal,lspA,cds-WP_005598800.1,lspA,cds-WP_005598800.1,1778393,1780068,lspA;ispH;cds-WP_005598800.1
906,cds-WP_005598800.1,CDS,COG2938,1779820,1780068,+,[S] Uncharacterized conserved protein   ,1779820,1780068,3,3,last,ispH,,lspA,cds-WP_005598800.1,1778393,1780068,lspA;ispH;cds-WP_005598800.1
907,hutW,CDS,COG3721,1780736,1782553,-,[P] Putative heme iron utilization protein ,1780736,1782553,2,1,first,,cds-WP_005598802.1,hutW,cds-WP_005598802.1,1780137,1782553,hutW;cds-WP_005598802.1
907,cds-WP_005598802.1,CDS,COG0702,1780137,1780736,-,[MG] Predicted nucleoside-diphosphate-sugar epimerases   ,1780137,1780736,2,2,last,hutW,,hutW,cds-WP_005598802.1,1780137,1782553,hutW;cds-WP_005598802.1
908,lysA,CDS,COG0019,1783393,1784643,-,[E] Diaminopimelate decarboxylase    ,1783393,1784643,2,1,first,,cds-WP_005598806.1,lysA,cds-WP_005598806.1,1782710,1784643,lysA;cds-WP_005598806.1
908,cds-WP_005598806.1,CDS,COG0625,1782710,1783327,-,[O] Glutathione S-transferase    ,1782710,1783327,2,2,last,lysA,,lysA,cds-WP_005598806.1,1782710,1784643,lysA;cds-WP_005598806.1
909,lptM,CDS,COG5567,1784766,1784879,-,[N] Predicted small periplasmic lipoprotein  ,1784766,1784879,1,1,single,,,lptM,lptM,1784766,1784879,lptM
910,frdA,CDS,COG1053,1786562,1788361,-,"[C] Succinate dehydrogenase/fumarate reductase, flavoprotein subunit ",1786562,1788361,4,1,first,,cds-WP_012263269.1,frdA,frdD,1785057,1788361,frdA;cds-WP_012263269.1;frdC;frdD
910,cds-WP_012263269.1,CDS,COG0479,1785815,1786549,-,"[C] Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",1785815,1786549,4,2,internal,frdA,frdC,frdA,frdD,1785057,1788361,frdA;cds-WP_012263269.1;frdC;frdD
910,frdC,CDS,COG3029,1785414,1785806,-,[C] Fumarate reductase subunit C  ,1785414,1785806,4,3,internal,cds-WP_012263269.1,frdD,frdA,frdD,1785057,1788361,frdA;cds-WP_012263269.1;frdC;frdD
910,frdD,CDS,COG3080,1785057,1785401,-,[C] Fumarate reductase subunit D  ,1785057,1785401,4,4,last,frdC,,frdA,frdD,1785057,1788361,frdA;cds-WP_012263269.1;frdC;frdD
911,epmA,CDS,COG2269,1788704,1789687,+,"[J] Truncated, possibly inactive, lysyl-tRNA synthetase (class",1788704,1789687,1,1,single,,,epmA,epmA,1788704,1789687,epmA
912,dapF,CDS,COG0253,1789769,1790593,-,[E] Diaminopimelate epimerase    ,1789769,1790593,1,1,single,,,dapF,dapF,1789769,1790593,dapF
913,cds-WP_009875241.1,CDS,COG2704,1790774,1792096,+,[R] Anaerobic C4-dicarboxylate transporter   ,1790774,1792096,1,1,single,,,cds-WP_009875241.1,cds-WP_009875241.1,1790774,1792096,cds-WP_009875241.1
914,cds-WP_039709309.1,CDS,NA,1792542,1793606,-,NA,1792542,1793606,2,1,first,,cds-WP_005598830.1,cds-WP_039709309.1,cds-WP_005598830.1,1792168,1793606,cds-WP_039709309.1;cds-WP_005598830.1
914,cds-WP_005598830.1,CDS,COG0239,1792168,1792539,-,[D] Integral membrane protein possibly involved in,1792168,1792539,2,2,last,cds-WP_039709309.1,,cds-WP_039709309.1,cds-WP_005598830.1,1792168,1793606,cds-WP_039709309.1;cds-WP_005598830.1
915,cds-WP_039709310.1,CDS,COG2377,1793701,1794810,+,[O] Predicted molecular chaperone distantly related to,1793701,1794810,2,1,first,,murQ,cds-WP_039709310.1,murQ,1793701,1795777,cds-WP_039709310.1;murQ
915,murQ,CDS,COG2103,1794863,1795777,+,[R] Predicted sugar phosphate isomerase  ,1794863,1795777,2,2,last,cds-WP_039709310.1,,cds-WP_039709310.1,murQ,1793701,1795777,cds-WP_039709310.1;murQ
916,prmA,CDS,COG2264,1795844,1796725,-,[J] Ribosomal protein L11 methylase  ,1795844,1796725,1,1,single,,,prmA,prmA,1795844,1796725,prmA
917,cds-WP_005619269.1,CDS,COG4453,1797279,1797539,-,[S] Uncharacterized protein conserved in bacteria ,1797279,1797539,2,1,first,,cds-WP_005598840.1,cds-WP_005619269.1,cds-WP_005598840.1,1796808,1797539,cds-WP_005619269.1;cds-WP_005598840.1
917,cds-WP_005598840.1,CDS,COG0454,1796808,1797275,-,[KR] Histone acetyltransferase HPA2 and related acetyltransferases,1796808,1797275,2,2,last,cds-WP_005619269.1,,cds-WP_005619269.1,cds-WP_005598840.1,1796808,1797539,cds-WP_005619269.1;cds-WP_005598840.1
918,tldD,CDS,COG0312,1797660,1799120,-,[R] Predicted Zn-dependent proteases and their inactivated,1797660,1799120,1,1,single,,,tldD,tldD,1797660,1799120,tldD
919,tilS,CDS,COG0037,1799250,1800509,+,[D] Predicted ATPase of the PP-loop superfamily,1799250,1800509,1,1,single,,,tilS,tilS,1799250,1800509,tilS
920,xerD,CDS,COG4974,1800828,1801721,-,[L] Site-specific recombinase XerD   ,1800828,1801721,2,1,first,,cds-WP_005602215.1,xerD,cds-WP_005602215.1,1800536,1801721,xerD;cds-WP_005602215.1
920,cds-WP_005602215.1,CDS,NA,1800536,1800826,-,NA,1800536,1800826,2,2,last,xerD,,xerD,cds-WP_005602215.1,1800536,1801721,xerD;cds-WP_005602215.1
921,rna-MIDG2331_RS08445,tRNA,NA,1807853,1807929,-,NA,1807853,1807929,11,1,first,,rna-MIDG2331_RS08440,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08440,tRNA,NA,1807747,1807822,-,NA,1807747,1807822,11,2,internal,rna-MIDG2331_RS08445,rna-MIDG2331_RS08435,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08435,tRNA,NA,1807642,1807718,-,NA,1807642,1807718,11,3,internal,rna-MIDG2331_RS08440,rna-MIDG2331_RS08430,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08430,rRNA,NA,1805902,1807443,-,NA,1805902,1807443,11,4,internal,rna-MIDG2331_RS08435,rna-MIDG2331_RS08425,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08425,tRNA,NA,1805743,1805819,-,NA,1805743,1805819,11,5,internal,rna-MIDG2331_RS08430,rna-MIDG2331_RS08420,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08420,tRNA,NA,1805616,1805691,-,NA,1805616,1805691,11,6,internal,rna-MIDG2331_RS08425,rna-MIDG2331_RS08415,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08415,rRNA,NA,1802448,1805349,-,NA,1802448,1805349,11,7,internal,rna-MIDG2331_RS08420,rrf_5,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rrf_5,rRNA,NA,1802221,1802336,-,NA,1802221,1802336,11,8,internal,rna-MIDG2331_RS08415,rrf_4,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rrf_4,rRNA,NA,1802049,1802164,-,NA,1802049,1802164,11,9,internal,rrf_5,rna-MIDG2331_RS08400,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08400,tRNA,NA,1801960,1802036,-,NA,1801960,1802036,11,10,internal,rrf_4,rna-MIDG2331_RS08395,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
921,rna-MIDG2331_RS08395,tRNA,NA,1801835,1801910,-,NA,1801835,1801910,11,11,last,rna-MIDG2331_RS08400,,rna-MIDG2331_RS08445,rna-MIDG2331_RS08395,1801835,1807929,rna-MIDG2331_RS08445;rna-MIDG2331_RS08440;rna-MIDG2331_RS08435;rna-MIDG2331_RS08430;rna-MIDG2331_RS08425;rna-MIDG2331_RS08420;rna-MIDG2331_RS08415;rrf_5;rrf_4;rna-MIDG2331_RS08400;rna-MIDG2331_RS08395
922,cds-WP_005598862.1,CDS,ROG4451,1810132,1811202,-,NA,1810132,1811202,3,1,first,,wzyE,cds-WP_005598862.1,wecG,1808089,1811202,cds-WP_005598862.1;wzyE;wecG
922,wzyE,CDS,NA,1808798,1810135,-,NA,1808798,1810135,3,2,internal,cds-WP_005598862.1,wecG,cds-WP_005598862.1,wecG,1808089,1811202,cds-WP_005598862.1;wzyE;wecG
922,wecG,CDS,COG1922,1808089,1808814,-,[M] Teichoic acid biosynthesis proteins  ,1808089,1808814,3,3,last,wzyE,,cds-WP_005598862.1,wecG,1808089,1811202,cds-WP_005598862.1;wzyE;wecG
923,hcp,CDS,COG1151,1811480,1813135,+,[C] 6Fe-6S prismane cluster-containing protein  ,1811480,1813135,2,1,first,,hcr,hcp,hcr,1811480,1814277,hcp;hcr
923,hcr,CDS,COG1018,1813258,1814277,+,[C] Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,1813258,1814277,2,2,last,hcp,,hcp,hcr,1811480,1814277,hcp;hcr
924,wecA,CDS,COG0472,1820715,1821788,-,[M] UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase  ,1820715,1821788,7,1,first,,cds-WP_039709315.1,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,cds-WP_039709315.1,CDS,COG3765,1819802,1820680,-,[M] Chain length determinant protein  ,1819802,1820680,7,2,internal,wecA,wecB,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,wecB,CDS,COG0381,1818682,1819818,-,[M] UDP-N-acetylglucosamine 2-epimerase    ,1818682,1819818,7,3,internal,cds-WP_039709315.1,wecC,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,wecC,CDS,COG0677,1817332,1818603,-,[M] UDP-N-acetyl-D-mannosaminuronate dehydrogenase    ,1817332,1818603,7,4,internal,wecB,rffC,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,rffC,CDS,COG0454,1816709,1817332,-,[KR] Histone acetyltransferase HPA2 and related acetyltransferases,1816709,1817332,7,5,internal,wecC,rffA,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,rffA,CDS,COG0399,1815557,1816702,-,[M] Predicted pyridoxal phosphate-dependent enzyme apparently involved,1815557,1816702,7,6,internal,rffC,wzxE,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
924,wzxE,CDS,COG2244,1814319,1815569,-,[R] Membrane protein involved in the export,1814319,1815569,7,7,last,rffA,,wecA,wzxE,1814319,1821788,wecA;cds-WP_039709315.1;wecB;wecC;rffC;rffA;wzxE
925,hemL,CDS,COG0001,1822086,1823366,+,[H] Glutamate-1-semialdehyde aminotransferase    ,1822086,1823366,1,1,single,,,hemL,hemL,1822086,1823366,hemL
926,murJ,CDS,COG0728,1824508,1826079,-,"[R] Uncharacterized membrane protein, putative virulence factor",1824508,1826079,2,1,first,,cds-WP_005602250.1,murJ,cds-WP_005602250.1,1823421,1826079,murJ;cds-WP_005602250.1
926,cds-WP_005602250.1,CDS,COG0477,1823421,1824488,-,[GEPR] Permeases of the major facilitator superfamily,1823421,1824488,2,2,last,murJ,,murJ,cds-WP_005602250.1,1823421,1826079,murJ;cds-WP_005602250.1
927,rpsT,CDS,COG0268,1826471,1826734,+,[J] Ribosomal protein S20   ,1826471,1826734,1,1,single,,,rpsT,rpsT,1826471,1826734,rpsT
928,selA,CDS,COG1921,1831361,1832746,-,[E] Selenocysteine synthase [seryl-tRNASer selenium transferase] ,1831361,1832746,4,1,first,,selB,selA,trkA,1826791,1832746,selA;selB;rsmB;trkA
928,selB,CDS,COG3276,1829529,1831364,-,[J] Selenocysteine-specific translation elongation factor  ,1829529,1831364,4,2,internal,selA,rsmB,selA,trkA,1826791,1832746,selA;selB;rsmB;trkA
928,rsmB,CDS,COG0144,1828217,1829515,-,[J] tRNA and rRNA cytosine-C5-methylases  ,1828217,1829515,4,3,internal,selB,trkA,selA,trkA,1826791,1832746,selA;selB;rsmB;trkA
928,trkA,CDS,COG0569,1826791,1828167,-,"[P] K+ transport systems, NAD-binding component ",1826791,1828167,4,4,last,rsmB,,selA,trkA,1826791,1832746,selA;selB;rsmB;trkA
929,rna-MIDG2331_RS08550,tRNA,NA,1832813,1832907,+,NA,1832813,1832907,2,1,first,,mioC,rna-MIDG2331_RS08550,mioC,1832813,1833366,rna-MIDG2331_RS08550;mioC
929,mioC,CDS,COG0716,1832923,1833366,+,[C] Flavodoxins     ,1832923,1833366,2,2,last,rna-MIDG2331_RS08550,,rna-MIDG2331_RS08550,mioC,1832813,1833366,rna-MIDG2331_RS08550;mioC
930,cds-MIDG2331_RS08565,CDS,COG3386,1835745,1836095,-,[G] Gluconolactonase     ,1835745,1836095,2,1,first,,cds-WP_039709594.1,cds-MIDG2331_RS08565,cds-WP_039709594.1,1834204,1836095,cds-MIDG2331_RS08565;cds-WP_039709594.1
930,cds-WP_039709594.1,CDS,COG1070,1834204,1835661,-,[G] Sugar (pentulose and hexulose) kinases ,1834204,1835661,2,2,last,cds-MIDG2331_RS08565,,cds-MIDG2331_RS08565,cds-WP_039709594.1,1834204,1836095,cds-MIDG2331_RS08565;cds-WP_039709594.1
931,cds-WP_039709353.1,CDS,NA,1836494,1836676,-,NA,1836494,1836676,1,1,single,,,cds-WP_039709353.1,cds-WP_039709353.1,1836494,1836676,cds-WP_039709353.1
932,cds-WP_414973569.1,CDS,COG3677,1836931,1837005,-,[L] Transposase and inactivated derivatives  ,1836931,1837005,1,1,single,,,cds-WP_414973569.1,cds-WP_414973569.1,1836931,1837005,cds-WP_414973569.1
933,cds-WP_039709323.1,CDS,COG0810,1842651,1843400,-,"[M] Periplasmic protein TonB, links inner and",1842651,1843400,5,1,first,,cds-WP_005602270.1,cds-WP_039709323.1,cds-WP_039709320.1,1837169,1843400,cds-WP_039709323.1;cds-WP_005602270.1;cds-WP_039709322.1;cds-WP_039709321.1;cds-WP_039709320.1
933,cds-WP_005602270.1,CDS,COG0811,1841961,1842629,-,[U] Biopolymer transport proteins   ,1841961,1842629,5,2,internal,cds-WP_039709323.1,cds-WP_039709322.1,cds-WP_039709323.1,cds-WP_039709320.1,1837169,1843400,cds-WP_039709323.1;cds-WP_005602270.1;cds-WP_039709322.1;cds-WP_039709321.1;cds-WP_039709320.1
933,cds-WP_039709322.1,CDS,COG0848,1841551,1841961,-,[U] Biopolymer transport protein   ,1841551,1841961,5,3,internal,cds-WP_005602270.1,cds-WP_039709321.1,cds-WP_039709323.1,cds-WP_039709320.1,1837169,1843400,cds-WP_039709323.1;cds-WP_005602270.1;cds-WP_039709322.1;cds-WP_039709321.1;cds-WP_039709320.1
933,cds-WP_039709321.1,CDS,NA,1839879,1841522,-,NA,1839879,1841522,5,4,internal,cds-WP_039709322.1,cds-WP_039709320.1,cds-WP_039709323.1,cds-WP_039709320.1,1837169,1843400,cds-WP_039709323.1;cds-WP_005602270.1;cds-WP_039709322.1;cds-WP_039709321.1;cds-WP_039709320.1
933,cds-WP_039709320.1,CDS,COG4771,1837169,1839865,-,[P] Outer membrane receptor for ferrienterochelin and,1837169,1839865,5,5,last,cds-WP_039709321.1,,cds-WP_039709323.1,cds-WP_039709320.1,1837169,1843400,cds-WP_039709323.1;cds-WP_005602270.1;cds-WP_039709322.1;cds-WP_039709321.1;cds-WP_039709320.1
934,yiaK,CDS,COG2055,1844091,1845090,-,[C] Malate/L-lactate dehydrogenases    ,1844091,1845090,2,1,first,,cds-MIDG2331_RS08600,yiaK,cds-MIDG2331_RS08600,1843676,1845090,yiaK;cds-MIDG2331_RS08600
934,cds-MIDG2331_RS08600,CDS,COG2431,1843676,1844020,-,[S] Predicted membrane protein   ,1843676,1844020,2,2,last,yiaK,,yiaK,cds-MIDG2331_RS08600,1843676,1845090,yiaK;cds-MIDG2331_RS08600
935,cds-WP_039709325.1,CDS,COG3545,1845319,1845861,+,[R] Predicted esterase of the alpha/beta hydrolase,1845319,1845861,1,1,single,,,cds-WP_039709325.1,cds-WP_039709325.1,1845319,1845861,cds-WP_039709325.1
936,cds-MIDG2331_RS08620,CDS,COG0019,1846144,1846544,-,[E] Diaminopimelate decarboxylase    ,1846144,1846544,2,1,first,,cds-MIDG2331_RS11355,cds-MIDG2331_RS08620,cds-MIDG2331_RS11355,1845905,1846544,cds-MIDG2331_RS08620;cds-MIDG2331_RS11355
